"","orig.ident","nCount_RNA","nFeature_RNA","percent.mt","percent.rRNA","percent.protein","sample_name","original_sample_name","Batch","Cell_type","Compartment","Species","sampling_type","treatment","ERCC","Sequencer","Sequencing_run","Sequencing_protocol","i5_index","i7_index","cDNA_profile","cDNA_concentration","trial","Date","Probe","Cell_NO","Extract_NO","Note","Volume_preloaded_buffer_fl","Volume_extract_and_preload_fl","Volume_cell_extract_fl","Extraction_time_h","library_concentration","mCherry_TNFa","double_extraction","double_extraction_order","celltype_treatment","input.reads","ave.read.len","uniquely.mapped","multiple.mapped","too.many.mapped","too.many.mismatches","too.short","others","mCherry.log.intercept","mCherry.log.slope","mCherry.AUC","sample_ID"
"G9_Mock_E6","G9",384727,8522,7.55028890615943,13.4529159637873,76.9618456723859,"G9_Mock_E6","G9_Mock_E6","scRNA","Raw264.7_G9","scRNA","Mouse","scRNA","not_treated",1e-08,"NextSeq500","NXT0481","1X75","S515","Ad2.18","pass",1.556849315,"no","","",NA,NA,"",NA,NA,NA,"","","","",NA,"Raw264.7_not_treated",713192,73,539002,0,133197,0,5.3,0.45,NA,NA,NA,"sample55"
"G9_LPS_C4","G9",424477,7279,7.35422649519291,13.9206600122033,76.2908237666587,"G9_LPS_C4","G9_LPS_C4","scRNA","Raw264.7_G9","scRNA","Mouse","scRNA","LPS_treated",1e-08,"NextSeq500","NXT0481","1X75","S517","Ad2.4","pass",1.213232328,"no","","",NA,NA,"",NA,NA,NA,"","","","",NA,"Raw264.7_LPS_treated",808255,74,614304,0,160570,0,3.68,0.45,NA,NA,NA,"sample56"
"IBA_C2","IBA",290791,9302,4.52765044310175,9.69184053151576,83.7078864201437,"IBA_C2","IBA_C2","scRNA","IBA","scRNA","Mouse","scRNA","not_treated",1e-08,"NextSeq500","NXT0481","1X75","S517","Ad2.28","pass",2.675422523,"no","","",NA,NA,"",NA,NA,NA,"","","","",NA,"IBA_not_treated",481517,74,380162,0,82637,0,3.62,0.27,NA,NA,NA,"sample57"
"G9_Mock_H5","G9",398351,9231,9.22277087292363,11.5491112109672,78.5706575356909,"G9_Mock_H5","G9_Mock_H5","scRNA","Raw264.7_G9","scRNA","Mouse","scRNA","not_treated",1e-08,"NextSeq500","NXT0481","1X75","S510","Ad2.17","pass",3.149537449,"no","","",NA,NA,"",NA,NA,NA,"","","","",NA,"Raw264.7_not_treated",719050,74,555500,0,131318,0,4.15,0.34,NA,NA,NA,"sample58"
"G9_Mock_E1","G9",417645,8432,7.29183876258545,9.23535538555472,81.2074848256294,"G9_Mock_E1","G9_Mock_E1","scRNA","Raw264.7_G9","scRNA","Mouse","scRNA","not_treated",1e-08,"NextSeq500","NXT0481","1X75","S515","Ad2.13","pass",1.271757694,"no","","",NA,NA,"",NA,NA,NA,"","","","",NA,"Raw264.7_not_treated",718361,74,552722,0,126259,0,5.22,0.27,NA,NA,NA,"sample59"
"IBA_E6","IBA",452818,9286,7.81925630164879,11.9083163655155,79.9117967925303,"IBA_E6","IBA_E6","scRNA","IBA","scRNA","Mouse","scRNA","not_treated",1e-08,"NextSeq500","NXT0481","1X75","S515","Ad2.32","pass",2.348968155,"no","","",NA,NA,"",NA,NA,NA,"","","","",NA,"IBA_not_treated",842613,72,614587,0,171305,0,6.23,0.5,NA,NA,NA,"sample60"
"Live_seq_exp7_116","Live",1117697,4980,4.37086258619286,5.17009529416291,90.2168476787537,"Live_seq_exp7_116","Live_seq_exp7_81","7","IBA","cytoplasm","Mouse","Live_seq","not_treated",1e-08,"NextSeq500","NXT0481","1X75","S507","Ad2.20","",0.798045264,"no","20190503","_11 14-01",NA,NA,"",NA,NA,NA,"","","","",NA,"IBA_not_treated",1819151,74,1411705,0,291915,0,3.01,3.34,NA,NA,NA,"sample61"
"G9_LPS_E12","G9",219065,6200,13.2011046949536,6.72037979595097,79.406568826604,"G9_LPS_E12","G9_LPS_E12","scRNA","Raw264.7_G9","scRNA","Mouse","scRNA","LPS_treated",1e-08,"NextSeq500","NXT0481","1X75","S515","Ad2.12","pass",0.847744601,"no","","",NA,NA,"",NA,NA,NA,"","","","",NA,"Raw264.7_LPS_treated",466098,74,347178,0,87385,0,5.99,0.78,NA,NA,NA,"sample62"
"G9_Mock_B4","G9",319120,7530,11.4182752569566,16.1302958134871,73.1915893707696,"G9_Mock_B4","G9_Mock_B4","scRNA","Raw264.7_G9","scRNA","Mouse","scRNA","not_treated",1e-08,"NextSeq500","NXT0481","1X75","S518","Ad2.16","pass",0.654874577,"no","","",NA,NA,"",NA,NA,NA,"","","","",NA,"Raw264.7_not_treated",634567,74,486335,0,120835,0,4.03,0.29,NA,NA,NA,"sample63"
"G9_LPS_F8","G9",550253,9165,5.77098171204882,10.7139806598056,81.9486672494289,"G9_LPS_F8","G9_LPS_F8","scRNA","Raw264.7_G9","scRNA","Mouse","scRNA","LPS_treated",1e-08,"NextSeq500","NXT0481","1X75","S513","Ad2.8","pass",4.087943332,"no","","",NA,NA,"",NA,NA,NA,"","","","",NA,"Raw264.7_LPS_treated",961717,73,732074,0,184847,0,4.26,0.4,NA,NA,NA,"sample64"
"G9_LPS_B7","G9",369966,8711,6.74737678597493,13.7628863192834,76.5191936556332,"G9_LPS_B7","G9_LPS_B7","scRNA","Raw264.7_G9","scRNA","Mouse","scRNA","LPS_treated",1e-08,"NextSeq500","NXT0481","1X75","S518","Ad2.7","pass",2.219184416,"no","","",NA,NA,"",NA,NA,NA,"","","","",NA,"Raw264.7_LPS_treated",691306,74,528384,0,133498,0,3.88,0.38,NA,NA,NA,"sample65"
"G9_LPS_H11","G9",519090,8354,5.95099115760273,10.4939413203876,81.7779190506463,"G9_LPS_H11","G9_LPS_H11","scRNA","Raw264.7_G9","scRNA","Mouse","scRNA","LPS_treated",1e-08,"NextSeq500","NXT0481","1X75","S510","Ad2.11","pass",2.423326283,"no","","",NA,NA,"",NA,NA,NA,"","","","",NA,"Raw264.7_LPS_treated",914883,74,703973,0,173455,0,3.62,0.47,NA,NA,NA,"sample66"
"Live_seq_exp7_117","Live",1420584,4670,4.57340079854482,5.86181457766665,88.8998468235599,"Live_seq_exp7_117","Live_seq_exp7_82","7","IBA","cytoplasm","Mouse","Live_seq","not_treated",1e-08,"NextSeq500","NXT0481","1X75","S507","Ad2.21","",0.680822211,"no","20190503","_11 14-01",NA,NA,"",NA,NA,NA,"","","","",NA,"IBA_not_treated",2246450,74,1792475,0,355580,0,2.8,1.58,NA,NA,NA,"sample67"
"IBA_B10","IBA",458819,9003,3.51118850788655,19.252254156868,74.9790222288092,"IBA_B10","IBA_B10","scRNA","IBA","scRNA","Mouse","scRNA","not_treated",1e-08,"NextSeq500","NXT0481","1X75","S518","Ad2.36","pass",3.982574275,"no","","",NA,NA,"",NA,NA,NA,"","","","",NA,"IBA_not_treated",898527,73,683401,0,181503,0,3.5,0.24,NA,NA,NA,"sample68"
"Live_seq_exp7_160","Live",837921,5334,6.94110781326641,9.11171816913528,81.1430910551233,"Live_seq_exp7_160","Live_seq_exp7_160","scRNA","Raw264.7_G9","cytoplasm","Mouse","scRNA","not_treated",1e-08,"NextSeq500","NXT0481","1X75","S503","Ad2.16","",1.042356678,"no","","",NA,NA,"",NA,NA,NA,"","","","",NA,"Raw264.7_not_treated",1486718,74,1121817,0,282651,0,4.5,1.04,NA,NA,NA,"sample69"
"G9_Mock_G2","G9",341403,8240,10.8569637642317,12.525373239251,76.7875501972742,"G9_Mock_G2","G9_Mock_G2","scRNA","Raw264.7_G9","scRNA","Mouse","scRNA","not_treated",1e-08,"NextSeq500","NXT0481","1X75","S511","Ad2.14","pass",1.43631916,"no","","",NA,NA,"",NA,NA,NA,"","","","",NA,"Raw264.7_not_treated",665788,73,507405,0,122599,0,4.7,0.68,NA,NA,NA,"sample70"
"IBA_H11","IBA",315767,9231,5.20162018196962,9.153584763449,86.1486475787527,"IBA_H11","IBA_H11","scRNA","IBA","scRNA","Mouse","scRNA","not_treated",1e-08,"NextSeq500","NXT0481","1X75","S510","Ad2.37","pass",1.57819783,"no","","",NA,NA,"",NA,NA,NA,"","","","",NA,"IBA_not_treated",532323,73,410053,0,97705,0,4.27,0.34,NA,NA,NA,"sample71"
"G9_LPS_D6","G9",367348,7795,8.86897437851846,8.80418567679693,80.4569509021418,"G9_LPS_D6","G9_LPS_D6","scRNA","Raw264.7_G9","scRNA","Mouse","scRNA","LPS_treated",1e-08,"NextSeq500","NXT0481","1X75","S516","Ad2.6","pass",1.29882434,"no","","",NA,NA,"",NA,NA,NA,"","","","",NA,"Raw264.7_LPS_treated",623892,74,488636,0,108388,0,3.96,0.35,NA,NA,NA,"sample72"
"G9_LPS_E3","G9",458296,8556,4.07204077713967,9.25973606577409,83.3125316389408,"G9_LPS_E3","G9_LPS_E3","scRNA","Raw264.7_G9","scRNA","Mouse","scRNA","LPS_treated",1e-08,"NextSeq500","NXT0481","1X75","S515","Ad2.3","pass",3.85674652,"no","","",NA,NA,"",NA,NA,NA,"","","","",NA,"Raw264.7_LPS_treated",791599,74,605231,0,149544,0,4.21,0.44,NA,NA,NA,"sample73"
"G9_LPS_H6","G9",464149,7553,11.0837252692562,8.60197910584747,78.8863059060776,"G9_LPS_H6","G9_LPS_H6","scRNA","Raw264.7_G9","scRNA","Mouse","scRNA","LPS_treated",1e-08,"NextSeq500","NXT0481","1X75","S510","Ad2.6","pass",2.57237444,"no","","",NA,NA,"",NA,NA,NA,"","","","",NA,"Raw264.7_LPS_treated",805914,74,627248,0,145177,0,3.8,0.36,NA,NA,NA,"sample74"
"G9_Mock_B12","G9",345921,8187,8.22442118287123,14.3414247761772,74.856108764718,"G9_Mock_B12","G9_Mock_B12","scRNA","Raw264.7_G9","scRNA","Mouse","scRNA","not_treated",1e-08,"NextSeq500","NXT0481","1X75","S518","Ad2.26","pass",1.625787226,"no","","",NA,NA,"",NA,NA,NA,"","","","",NA,"Raw264.7_not_treated",657538,74,508334,0,118230,0,4.39,0.32,NA,NA,NA,"sample75"
"G9_LPS_H5","G9",353860,7907,7.07144068275589,19.9316113717289,70.0192166393489,"G9_LPS_H5","G9_LPS_H5","scRNA","Raw264.7_G9","scRNA","Mouse","scRNA","LPS_treated",1e-08,"NextSeq500","NXT0481","1X75","S510","Ad2.5","pass",4.746608294,"no","","",NA,NA,"",NA,NA,NA,"","","","",NA,"Raw264.7_LPS_treated",742694,74,559642,0,154127,0,3.58,0.32,NA,NA,NA,"sample76"
"Live_seq_exp7_125","Live",875587,5265,4.93965762397112,6.23353247592758,88.1478368226116,"Live_seq_exp7_125","Live_seq_exp7_125","scRNA","IBA","cytoplasm","Mouse","scRNA","not_treated",1e-08,"NextSeq500","NXT0481","1X75","S506","Ad2.17","",1.142842308,"no","","",NA,NA,"",NA,NA,NA,"","","","",NA,"IBA_not_treated",1441124,74,1120714,0,235344,0,2.63,3.28,NA,NA,NA,"sample77"
"Live_seq_exp7_101","Live",543338,2607,10.1631028935948,12.913876813328,77.4017278379204,"Live_seq_exp7_101","Live_seq_exp7_101","7","Raw264.7_G9","cytoplasm","Mouse","Live_seq","not_treated",1e-08,"NextSeq500","NXT0481","1X75","S508","Ad2.17","",0.342866742,"no","20190508","_11 06-15",NA,NA,"detached",251,981,730,"","","-","",NA,"Raw264.7_not_treated",1195044,74,744917,0,252303,0,14.04,2.51,NA,NA,NA,"sample78"
"IBA_E10","IBA",497114,9591,8.8619511822238,17.4352361832497,73.5891566119643,"IBA_E10","IBA_E10","scRNA","IBA","scRNA","Mouse","scRNA","not_treated",1e-08,"NextSeq500","NXT0481","1X75","S515","Ad2.36","pass",2.804847892,"no","","",NA,NA,"",NA,NA,NA,"","","","",NA,"IBA_not_treated",978132,73,732522,0,199495,0,4.28,0.44,NA,NA,NA,"sample79"
"IBA_D3","IBA",536051,9200,4.19008639103369,10.223280993786,85.2224881587759,"IBA_D3","IBA_D3","scRNA","IBA","scRNA","Mouse","scRNA","not_treated",1e-08,"NextSeq500","NXT0481","1X75","S516","Ad2.29","pass",2.064766056,"no","","",NA,NA,"",NA,NA,NA,"","","","",NA,"IBA_not_treated",914279,74,719892,0,158415,0,3.65,0.28,NA,NA,NA,"sample80"
"G9_LPS_E5","G9",423627,7786,4.72160650761165,18.8894947678028,74.2138721091904,"G9_LPS_E5","G9_LPS_E5","scRNA","Raw264.7_G9","scRNA","Mouse","scRNA","LPS_treated",1e-08,"NextSeq500","NXT0481","1X75","S515","Ad2.5","pass",3.111013823,"no","","",NA,NA,"",NA,NA,NA,"","","","",NA,"Raw264.7_LPS_treated",855071,74,641811,0,185480,0,2.96,0.29,NA,NA,NA,"sample81"
"IBA_F7","IBA",445866,9611,5.66268789277496,8.96928673637371,85.6483786608533,"IBA_F7","IBA_F7","scRNA","IBA","scRNA","Mouse","scRNA","not_treated",1e-08,"NextSeq500","NXT0481","1X75","S513","Ad2.33","pass",3.487555595,"no","","",NA,NA,"",NA,NA,NA,"","","","",NA,"IBA_not_treated",724719,74,568722,0,131037,0,3.24,0.21,NA,NA,NA,"sample82"
"G9_LPS_F10","G9",461854,8717,7.60565027043178,13.4657272644602,76.4689707136887,"G9_LPS_F10","G9_LPS_F10","scRNA","Raw264.7_G9","scRNA","Mouse","scRNA","LPS_treated",1e-08,"NextSeq500","NXT0481","1X75","S513","Ad2.10","pass",2.5699149,"no","","",NA,NA,"",NA,NA,NA,"","","","",NA,"Raw264.7_LPS_treated",834829,74,642052,0,160733,0,3.53,0.31,NA,NA,NA,"sample83"
"Live_seq_exp7_152","Live",589142,4003,6.74642106656799,9.08813155402263,81.7283439306653,"Live_seq_exp7_152","Live_seq_exp7_28","7","Raw264.7_G9","cytoplasm","Mouse","Live_seq","not_treated",1e-08,"NextSeq500","NXT0481","1X75","S504","Ad2.20","",0.632014905,"no","20190318","_10 11-23",NA,NA,"",639,1156,517,"","","-","",NA,"Raw264.7_not_treated",1083690,74,789043,0,212160,0,4.75,2.86,NA,NA,NA,"sample84"
"IBA_H10","IBA",442241,8383,9.0878050655638,19.7195646717514,71.128411884018,"IBA_H10","IBA_H10","scRNA","IBA","scRNA","Mouse","scRNA","not_treated",1e-08,"NextSeq500","NXT0481","1X75","S510","Ad2.36","pass",2.192857143,"no","","",NA,NA,"",NA,NA,NA,"","","","",NA,"IBA_not_treated",891422,74,695854,0,168300,0,2.82,0.24,NA,NA,NA,"sample85"
"IBA_G3","IBA",363435,9536,6.62759503074828,10.085985114257,82.9086356569951,"IBA_G3","IBA_G3","scRNA","IBA","scRNA","Mouse","scRNA","not_treated",1e-08,"NextSeq500","NXT0481","1X75","S511","Ad2.29","pass",2.634504537,"no","","",NA,NA,"",NA,NA,NA,"","","","",NA,"IBA_not_treated",615545,74,481915,0,110424,0,3.52,0.25,NA,NA,NA,"sample86"
"G9_Mock_H4","G9",398786,8254,7.37362896390545,12.0992211361482,78.9511166389994,"G9_Mock_H4","G9_Mock_H4","scRNA","Raw264.7_G9","scRNA","Mouse","scRNA","not_treated",1e-08,"NextSeq500","NXT0481","1X75","S510","Ad2.16","pass",2.237333215,"no","","",NA,NA,"",NA,NA,NA,"","","","",NA,"Raw264.7_not_treated",713341,74,548369,0,129540,0,4.71,0.26,NA,NA,NA,"sample87"
"G9_Mock_D4","G9",384452,7539,12.5589150271035,13.7629665081727,72.6322141645771,"G9_Mock_D4","G9_Mock_D4","scRNA","Raw264.7_G9","scRNA","Mouse","scRNA","not_treated",1e-08,"NextSeq500","NXT0481","1X75","S516","Ad2.16","pass",0.894600605,"no","","",NA,NA,"",NA,NA,NA,"","","","",NA,"Raw264.7_not_treated",712615,74,550366,0,132834,0,3.84,0.29,NA,NA,NA,"sample88"
"G9_LPS_F6","G9",445389,8704,6.02821353917587,7.52308656028775,84.4720008801295,"G9_LPS_F6","G9_LPS_F6","scRNA","Raw264.7_G9","scRNA","Mouse","scRNA","LPS_treated",1e-08,"NextSeq500","NXT0481","1X75","S513","Ad2.6","pass",3.099208028,"no","","",NA,NA,"",NA,NA,NA,"","","","",NA,"Raw264.7_LPS_treated",740194,74,569611,0,137775,0,4.07,0.37,NA,NA,NA,"sample89"
"Live_seq_exp7_143","Live",1048551,5474,4.82408580984616,8.16603102757997,84.0216641822858,"Live_seq_exp7_143","Live_seq_exp7_143","scRNA","Raw264.7_G9","cytoplasm","Mouse","scRNA","not_treated",1e-08,"NextSeq500","NXT0481","1X75","S505","Ad2.23","",0.847860481,"no","","",NA,NA,"",NA,NA,NA,"","","","",NA,"Raw264.7_not_treated",1842530,74,1386928,0,356355,0,4.15,1.24,NA,NA,NA,"sample90"
"IBA_B2","IBA",464074,10039,5.17460577407913,8.05259506027056,86.0395109400656,"IBA_B2","IBA_B2","scRNA","IBA","scRNA","Mouse","scRNA","not_treated",1e-08,"NextSeq500","NXT0481","1X75","S518","Ad2.28","pass",2.758148016,"no","","",NA,NA,"",NA,NA,NA,"","","","",NA,"IBA_not_treated",750634,74,593950,0,128199,0,3.51,0.29,NA,NA,NA,"sample91"
"G9_LPS_D2","G9",407777,8909,8.69592939278086,10.0800192261947,80.0977004588292,"G9_LPS_D2","G9_LPS_D2","scRNA","Raw264.7_G9","scRNA","Mouse","scRNA","LPS_treated",1e-08,"NextSeq500","NXT0481","1X75","S516","Ad2.2","pass",1.310138226,"no","","",NA,NA,"",NA,NA,NA,"","","","",NA,"Raw264.7_LPS_treated",745183,74,577618,0,132158,0,4.37,0.38,NA,NA,NA,"sample92"
"IBA_D6","IBA",192918,8914,5.73300573300573,14.9560953358422,77.5982541805327,"IBA_D6","IBA_D6","scRNA","IBA","scRNA","Mouse","scRNA","not_treated",1e-08,"NextSeq500","NXT0481","1X75","S516","Ad2.32","pass",3.594742928,"no","","",NA,NA,"",NA,NA,NA,"","","","",NA,"IBA_not_treated",385728,72,274637,0,77828,0,8.07,0.55,NA,NA,NA,"sample93"
"G9_LPS_F9","G9",200676,7829,7.35563794375012,4.85209990233012,84.80186968048,"G9_LPS_F9","G9_LPS_F9","scRNA","Raw264.7_G9","scRNA","Mouse","scRNA","LPS_treated",1e-08,"NextSeq500","NXT0481","1X75","S513","Ad2.9","pass",3.800177087,"no","","",NA,NA,"",NA,NA,NA,"","","","",NA,"Raw264.7_LPS_treated",313752,74,250243,0,49418,0,4.26,0.23,NA,NA,NA,"sample94"
"Live_seq_exp7_127","Live",808856,3061,4.18245027545076,5.66441987201677,87.6801309503793,"Live_seq_exp7_127","Live_seq_exp7_3","7","Raw264.7_G9","cytoplasm","Mouse","Live_seq","LPS_treated",1e-08,"NextSeq500","NXT0481","1X75","S506","Ad2.19","",0.488922147,"no","20190307","_10 11-34",NA,NA,"double extraction, 2/3, detached",0,1185,1185,"","","-","2_3",2,"Raw264.7_LPS_treated",1529045,74,1060122,0,299001,0,5.35,5.76,NA,NA,NA,"sample95"
"G9_LPS_D11","G9",480878,8875,6.48501283069718,10.9568331260736,80.1901937705614,"G9_LPS_D11","G9_LPS_D11","scRNA","Raw264.7_G9","scRNA","Mouse","scRNA","LPS_treated",1e-08,"NextSeq500","NXT0481","1X75","S516","Ad2.11","pass",1.704156624,"no","","",NA,NA,"",NA,NA,NA,"","","","",NA,"Raw264.7_LPS_treated",832093,74,646405,0,150614,0,3.84,0.37,NA,NA,NA,"sample96"
"Live_seq_exp7_145","Live",340664,2398,6.19965714017331,9.65144541248855,79.837611253317,"Live_seq_exp7_145","Live_seq_exp7_2","7","Raw264.7_G9","cytoplasm","Mouse","Live_seq","not_treated",1e-08,"NextSeq500","NXT0481","1X75","S504","Ad2.13","",0.233645887,"no","20190307","_10 11-34",NA,NA,"double extraction, 2/3",659,1543,884,"","","-","2_3",1,"Raw264.7_not_treated",661404,74,458323,0,133792,0,5.7,4.78,NA,NA,NA,"sample97"
"G9_Mock_E4","G9",282054,7878,9.62014366043382,14.6748494969048,75.3862735504549,"G9_Mock_E4","G9_Mock_E4","scRNA","Raw264.7_G9","scRNA","Mouse","scRNA","not_treated",1e-08,"NextSeq500","NXT0481","1X75","S515","Ad2.16","pass",1.238845401,"no","","",NA,NA,"",NA,NA,NA,"","","","",NA,"Raw264.7_not_treated",545551,74,420020,0,101458,0,4.15,0.26,NA,NA,NA,"sample98"
"IBA_E2","IBA",356055,8985,6.21055735771159,8.96603052899131,84.3746050469731,"IBA_E2","IBA_E2","scRNA","IBA","scRNA","Mouse","scRNA","not_treated",1e-08,"NextSeq500","NXT0481","1X75","S515","Ad2.28","pass",1.620005337,"no","","",NA,NA,"",NA,NA,NA,"","","","",NA,"IBA_not_treated",597193,74,471101,0,100644,0,3.98,0.29,NA,NA,NA,"sample99"
"G9_Mock_E9","G9",364713,7590,10.4531508336692,21.2833104386189,65.8073608563446,"G9_Mock_E9","G9_Mock_E9","scRNA","Raw264.7_G9","scRNA","Mouse","scRNA","not_treated",1e-08,"NextSeq500","NXT0481","1X75","S515","Ad2.21","pass",1.653807152,"no","","",NA,NA,"",NA,NA,NA,"","","","",NA,"Raw264.7_not_treated",753744,73,567831,0,154271,0,3.83,0.37,NA,NA,NA,"sample100"
"IBA_G6","IBA",293622,9193,9.55003371681958,10.3149627752689,80.8124050650156,"IBA_G6","IBA_G6","scRNA","IBA","scRNA","Mouse","scRNA","not_treated",1e-08,"NextSeq500","NXT0481","1X75","S511","Ad2.32","pass",2.830644014,"no","","",NA,NA,"",NA,NA,NA,"","","","",NA,"IBA_not_treated",494647,74,386122,0,91152,0,3.31,0.2,NA,NA,NA,"sample101"
"G9_LPS_E7","G9",505856,8406,7.46180731275304,9.94195976720648,80.2738328694332,"G9_LPS_E7","G9_LPS_E7","scRNA","Raw264.7_G9","scRNA","Mouse","scRNA","LPS_treated",1e-08,"NextSeq500","NXT0481","1X75","S515","Ad2.7","pass",1.474927444,"no","","",NA,NA,"",NA,NA,NA,"","","","",NA,"Raw264.7_LPS_treated",864276,74,668611,0,156936,0,4.08,0.41,NA,NA,NA,"sample102"
"Live_seq_exp7_159","Live",879496,4965,6.77251516777791,7.13022003511102,83.1166941066247,"Live_seq_exp7_159","Live_seq_exp7_159","scRNA","Raw264.7_G9","cytoplasm","Mouse","scRNA","not_treated",1e-08,"NextSeq500","NXT0481","1X75","S503","Ad2.15","",0.632778473,"no","","",NA,NA,"",NA,NA,NA,"","","","",NA,"Raw264.7_not_treated",1519265,74,1140983,0,284660,0,4.81,1.35,NA,NA,NA,"sample103"
"G9_Mock_F3","G9",350613,7625,7.68511150470747,11.3321525442582,80.046375918748,"G9_Mock_F3","G9_Mock_F3","scRNA","Raw264.7_G9","scRNA","Mouse","scRNA","not_treated",1e-08,"NextSeq500","NXT0481","1X75","S513","Ad2.15","pass",1.731640278,"no","","",NA,NA,"",NA,NA,NA,"","","","",NA,"Raw264.7_not_treated",613348,74,470676,0,111840,0,4.81,0.22,NA,NA,NA,"sample104"
"G9_LPS_A1","G9",469457,7538,7.83437034701794,8.66234820228477,82.0675802043638,"G9_LPS_A1","G9_LPS_A1","scRNA","Raw264.7_G9","scRNA","Mouse","scRNA","LPS_treated",1e-08,"NextSeq500","NXT0481","1X75","S520","Ad2.1","pass",1.02532343,"no","","",NA,NA,"",NA,NA,NA,"","","","",NA,"Raw264.7_LPS_treated",815077,74,641215,0,140274,0,3.77,0.35,NA,NA,NA,"sample105"
"G9_Mock_B3","G9",469987,8289,8.79705183334858,12.1899116358538,76.8270186196639,"G9_Mock_B3","G9_Mock_B3","scRNA","Raw264.7_G9","scRNA","Mouse","scRNA","not_treated",1e-08,"NextSeq500","NXT0481","1X75","S518","Ad2.15","pass",1.599101583,"no","","",NA,NA,"",NA,NA,NA,"","","","",NA,"Raw264.7_not_treated",863972,74,667101,0,153248,0,4.69,0.36,NA,NA,NA,"sample106"
"IBA_H2","IBA",275089,9530,5.23539654439109,9.26136632144506,85.4879693481019,"IBA_H2","IBA_H2","scRNA","IBA","scRNA","Mouse","scRNA","not_treated",1e-08,"NextSeq500","NXT0481","1X75","S510","Ad2.28","pass",3.784210994,"no","","",NA,NA,"",NA,NA,NA,"","","","",NA,"IBA_not_treated",449875,74,353974,0,77833,0,3.8,0.22,NA,NA,NA,"sample107"
"G9_Mock_B10","G9",442855,9175,7.75084395569656,14.5639091802057,77.170179855709,"G9_Mock_B10","G9_Mock_B10","scRNA","Raw264.7_G9","scRNA","Mouse","scRNA","not_treated",1e-08,"NextSeq500","NXT0481","1X75","S518","Ad2.22","pass",1.810362925,"no","","",NA,NA,"",NA,NA,NA,"","","","",NA,"Raw264.7_not_treated",831818,72,618568,0,164492,0,5.27,0.59,NA,NA,NA,"sample108"
"IBA_B5","IBA",471385,9386,7.39925962854143,23.9812467515937,66.5543027461629,"IBA_B5","IBA_B5","scRNA","IBA","scRNA","Mouse","scRNA","not_treated",1e-08,"NextSeq500","NXT0481","1X75","S518","Ad2.31","pass",5.387128625,"no","","",NA,NA,"",NA,NA,NA,"","","","",NA,"IBA_not_treated",1031930,73,773397,0,216760,0,3.71,0.34,NA,NA,NA,"sample109"
"Live_seq_exp7_124","Live",895241,5657,4.5203470350442,7.07798235335513,87.3411740525735,"Live_seq_exp7_124","Live_seq_exp7_124","scRNA","IBA","cytoplasm","Mouse","scRNA","not_treated",1e-08,"NextSeq500","NXT0481","1X75","S506","Ad2.16","",1.38791729,"no","","",NA,NA,"",NA,NA,NA,"","","","",NA,"IBA_not_treated",1463799,74,1149333,0,237301,0,2.73,2.54,NA,NA,NA,"sample110"
"G9_LPS_D10","G9",334685,6872,7.90743534965714,15.9122757219475,73.5180841686959,"G9_LPS_D10","G9_LPS_D10","scRNA","Raw264.7_G9","scRNA","Mouse","scRNA","LPS_treated",1e-08,"NextSeq500","NXT0481","1X75","S516","Ad2.10","pass",1.501490482,"no","","",NA,NA,"",NA,NA,NA,"","","","",NA,"Raw264.7_LPS_treated",671519,74,506134,0,135629,0,3.98,0.45,NA,NA,NA,"sample111"
"IBA_D9","IBA",533080,9716,7.34467622120507,9.90676821490208,82.7958280183087,"IBA_D9","IBA_D9","scRNA","IBA","scRNA","Mouse","scRNA","not_treated",1e-08,"NextSeq500","NXT0481","1X75","S516","Ad2.35","pass",2.514419143,"no","","",NA,NA,"",NA,NA,NA,"","","","",NA,"IBA_not_treated",904385,73,695047,0,169362,0,4.08,0.34,NA,NA,NA,"sample112"
"G9_Mock_F12","G9",308680,7812,10.0997797071401,12.2965530646624,74.1450693274589,"G9_Mock_F12","G9_Mock_F12","scRNA","Raw264.7_G9","scRNA","Mouse","scRNA","not_treated",1e-08,"NextSeq500","NXT0481","1X75","S513","Ad2.26","pass",1.131213307,"no","","",NA,NA,"",NA,NA,NA,"","","","",NA,"Raw264.7_not_treated",548637,74,427634,0,98238,0,3.92,0.22,NA,NA,NA,"sample113"
"Live_seq_exp7_30","Live",534741,1014,20.6758038003445,33.4571315833273,47.9592924425096,"Live_seq_exp7_30","Live_seq_exp7_30","7","Raw264.7_G9","cytoplasm","Mouse","Live_seq","not_treated",1e-08,"NextSeq500","NXT0481","1X75","S506","Ad2.6","",0.109184203,"no","20190319","_10 11-24",NA,NA,"emptied",0,1045,1045,"","","-","",NA,"Raw264.7_not_treated",1476842,74,932096,0,346269,0,12.25,1.19,NA,NA,NA,"sample114"
"Live_seq_exp7_154","Live",717738,3549,6.98416413788876,7.93646149430572,81.9339368961933,"Live_seq_exp7_154","Live_seq_exp7_32","7","Raw264.7_G9","cytoplasm","Mouse","Live_seq","not_treated",1e-08,"NextSeq500","NXT0481","1X75","S504","Ad2.22","",0.425057268,"no","20190319","_10 11-24",NA,NA,"double extraction, 32/35",0,1221,1221,"","","medium","32_35",1,"Raw264.7_not_treated",1278503,74,928971,0,238748,0,5.55,3.12,NA,NA,0,"sample115"
