"","orig.ident","nCount_RNA","nFeature_RNA","percent.mt","percent.rRNA","percent.protein","sample_name","original_sample_name","Batch","Cell_type","Compartment","Species","sampling_type","treatment","ERCC","Sequencer","Sequencing_run","Sequencing_protocol","i5_index","i7_index","cDNA_profile","cDNA_concentration","trial","Date","Probe","Cell_NO","Extract_NO","Note","Volume_preloaded_buffer_fl","Volume_extract_and_preload_fl","Volume_cell_extract_fl","Extraction_time_h","library_concentration","mCherry_TNFa","double_extraction","double_extraction_order","celltype_treatment","input.reads","ave.read.len","uniquely.mapped","multiple.mapped","too.many.mapped","too.many.mismatches","too.short","others","mCherry.log.intercept","mCherry.log.slope","mCherry.AUC","sample_ID"
"exp9_plate8_A11","exp9",525149,6490,6.72894740349882,11.5308226808011,79.0585148215078,"exp9_plate8_A11","plate8_A11","9_4","IBA","cytoplasm","mouse","Live_seq","not_treated",1e-08,"NextSeq500","NXT0735","1X75","DW511","DW717","",0.52431202,"no","","",NA,NA,"",NA,NA,NA,"","","","",NA,"IBA_not_treated",1019972,76,779558,0,161844,0,7.08,0.63,NA,NA,NA,"sample824"
"exp9_plate9_D1","exp9",559847,5856,1.35519168630001,24.5917188088889,73.9082284981432,"exp9_plate9_D1","exp9_S116","9_4","ASPC","cytoplasm","mouse","Live_seq","not_treated",1e-08,"NextSeq500","NXT0735","1X75","DW501","DW728","",0.872514421,"no","","",NA,NA,"",NA,NA,NA,"","","","",NA,"ASPC_not_treated",1148289,76,821301,0,266387,0,4.97,0.31,NA,NA,NA,"sample825"
"exp9_plate9_C7","exp9",886788,8051,1.07590540241862,22.7121927676062,75.9635899448346,"exp9_plate9_C7","exp9_S151","9_4","ASPC","cytoplasm","mouse","Live_seq","DMIR_treated",1e-08,"NextSeq500","NXT0735","1X75","DW507","DW727","",1.856565999,"no","","",NA,NA,"",NA,NA,NA,"","","","124_151",2,"ASPC_DMIR_treated",1817138,76,1303805,0,425284,0,4.58,0.27,NA,NA,NA,"sample826"
"exp9_plate8_C12","exp9",712141,6473,6.17363696234313,14.3908299058754,79.4690939013482,"exp9_plate8_C12","plate8_C12","9_4","IBA","cytoplasm","mouse","Live_seq","not_treated",1e-08,"NextSeq500","NXT0735","1X75","DW512","DW719","",0.480452926,"no","","",NA,NA,"",NA,NA,NA,"","","","",NA,"IBA_not_treated",1250090,76,923051,0,240843,0,6.53,0.37,NA,NA,NA,"sample827"
"exp9_plate9_C12","exp9",608826,3774,13.3540617516335,26.6844714253333,63.3581680151636,"exp9_plate9_C12","exp9_S170","9_4","ASPC","cytoplasm","mouse","Live_seq","DMIR_treated",1e-08,"NextSeq500","NXT0735","1X75","DW512","DW727","",0.367672667,"no","","",NA,NA,"",NA,NA,NA,"","","","",NA,"ASPC_DMIR_treated",1451256,76,946739,0,346412,0,10.55,0.34,NA,NA,NA,"sample828"
"exp9_plate9_H4","exp9",352531,9208,4.89488867645682,19.2700783760861,76.9889740193061,"exp9_plate9_H4","exp9_S87","9_4","ASPC","cytoplasm","mouse","Live_seq","not_treated",1e-08,"NextSeq500","NXT0735","1X75","DW504","DW732","",6.898012507,"no","","",NA,NA,"",NA,NA,NA,"","","","87_111",1,"ASPC_not_treated",630077,76,480149,0,122985,0,4.14,0.14,NA,NA,NA,"sample829"
"exp9_plate8_A2","exp9",526390,4884,9.95763597332776,17.8183476129866,73.0747164649784,"exp9_plate8_A2","plate8_A2","9_4","Raw264.7_G9","cytoplasm","mouse","Live_seq","not_treated",1e-08,"NextSeq500","NXT0735","1X75","DW502","DW717","",0.337327751,"no","","",NA,NA,"",NA,NA,NA,"","","","19_27",1,"Raw264.7_not_treated",1009190,76,704089,0,226587,0,7.37,0.41,NA,NA,NA,"sample830"
"exp9_plate9_A3","exp9",600510,6153,1.24843882699705,19.149889260795,79.6104977435846,"exp9_plate9_A3","exp9_S79","9_4","ASPC","cytoplasm","mouse","Live_seq","not_treated",1e-08,"NextSeq500","NXT0735","1X75","DW503","DW725","",1.187604828,"no","","",NA,NA,"",NA,NA,NA,"","","","79_104",1,"ASPC_not_treated",1112441,76,825845,0,223242,0,5.33,0.36,NA,NA,NA,"sample831"
"exp9_plate9_A2","exp9",685527,4616,21.6643545768438,17.4121515272192,66.2660989282698,"exp9_plate9_A2","exp9_S78","9_4","ASPC","cytoplasm","mouse","Live_seq","not_treated",1e-08,"NextSeq500","NXT0735","1X75","DW502","DW725","",0.484710844,"no","","",NA,NA,"",NA,NA,NA,"","","","78_103",1,"ASPC_not_treated",1362660,76,949510,0,309751,0,7.18,0.41,NA,NA,NA,"sample832"
"exp9_plate9_A1","exp9",572206,8950,8.17939693047609,21.4670940185877,68.0999500180005,"exp9_plate9_A1","exp9_S66","9_4","ASPC","cytoplasm","mouse","Live_seq","not_treated",1e-08,"NextSeq500","NXT0735","1X75","DW501","DW725","",2.990891463,"no","","",NA,NA,"",NA,NA,NA,"","","","66_92",1,"ASPC_not_treated",1186189,76,852566,0,263558,0,5.68,0.22,NA,NA,NA,"sample833"
"exp9_plate9_D4","exp9",599234,4920,1.77393138573579,31.4451449684097,66.6172146440289,"exp9_plate9_D4","exp9_S76","9_4","ASPC","cytoplasm","mouse","Live_seq","not_treated",1e-08,"NextSeq500","NXT0735","1X75","DW504","DW728","",0.683460177,"no","","",NA,NA,"",NA,NA,NA,"","","","",NA,"ASPC_not_treated",1379671,76,969925,0,325048,0,5.87,0.27,NA,NA,NA,"sample834"
"exp9_plate8_A5","exp9",725508,4029,6.63493717505527,16.4867927024926,77.0793705927433,"exp9_plate8_A5","plate8_A5","9_4","Raw264.7_G9","cytoplasm","mouse","Live_seq","LPS_treated",1e-08,"NextSeq500","NXT0735","1X75","DW505","DW717","",0.280419495,"no","","",NA,NA,"",NA,NA,NA,"","","","",NA,"Raw264.7_LPS_treated",1395040,76,975247,0,304707,0,7.66,0.59,NA,NA,NA,"sample835"
"exp9_plate9_B7","exp9",553803,3623,18.181555535091,18.1683739524705,69.071492931602,"exp9_plate9_B7","exp9_S144","9_4","ASPC","cytoplasm","mouse","Live_seq","DMIR_treated",1e-08,"NextSeq500","NXT0735","1X75","DW507","DW726","",0.416845218,"no","","",NA,NA,"",NA,NA,NA,"","","","119_144",2,"ASPC_DMIR_treated",1186163,76,800918,0,300599,0,6.3,0.84,NA,NA,NA,"sample836"
"exp9_plate9_A11","exp9",275404,2263,27.3158705029702,27.8383756227215,52.561691188218,"exp9_plate9_A11","exp9_S106","9_4","ASPC","cytoplasm","mouse","Live_seq","DMIR_treated",1e-08,"NextSeq500","NXT0735","1X75","DW511","DW725","",0.411997673,"no","","",NA,NA,"",NA,NA,NA,"","","","81_106",2,"ASPC_DMIR_treated",624311,76,423736,0,164733,0,5.42,0.32,NA,NA,NA,"sample837"
"exp9_plate8_A1","exp9",684239,4465,9.25290724439852,16.239208814464,75.2022319686542,"exp9_plate8_A1","plate8_A1","9_4","Raw264.7_G9","cytoplasm","mouse","Live_seq","not_treated",1e-08,"NextSeq500","NXT0735","1X75","DW501","DW717","",0.292614121,"no","","",NA,NA,"",NA,NA,NA,"","","","",NA,"Raw264.7_not_treated",1271631,76,897331,0,266338,0,8.13,0.36,NA,NA,NA,"sample838"
"exp9_plate9_G8","exp9",426091,7852,13.5529734258644,9.13560718250327,78.701263345154,"exp9_plate9_G8","exp9_S167","9_4","ASPC","cytoplasm","mouse","Live_seq","DMIR_treated",1e-08,"NextSeq500","NXT0735","1X75","DW508","DW731","",1.463914877,"no","","",NA,NA,"",NA,NA,NA,"","","","139_167",2,"ASPC_DMIR_treated",704808,76,538052,0,119763,0,6.3,0.36,NA,NA,NA,"sample839"
"exp9_plate9_G5","exp9",292164,4515,1.58369956599718,23.0856642159883,75.1560767240317,"exp9_plate9_G5","exp9_S183","9_4","ASPC","cytoplasm","mouse","Live_seq","not_treated",1e-08,"NextSeq500","NXT0735","1X75","DW505","DW731","",0.736783169,"no","","",NA,NA,"",NA,NA,NA,"","","","183_194",1,"ASPC_not_treated",593891,76,429252,0,129240,0,5.55,0.41,NA,NA,NA,"sample840"
"exp9_plate8_A6","exp9",941071,3908,7.13739983486899,15.1816387923972,77.1387068563371,"exp9_plate8_A6","plate8_A6","9_4","Raw264.7_G9","cytoplasm","mouse","Live_seq","LPS_treated",1e-08,"NextSeq500","NXT0735","1X75","DW506","DW717","",0.243835616,"no","","",NA,NA,"",NA,NA,NA,"","","","",NA,"Raw264.7_LPS_treated",1797916,76,1245244,0,374504,0,8.85,1.06,NA,NA,NA,"sample841"
"exp9_plate8_E6","exp9",410859,3977,8.762373466323,15.4739217103678,74.7059210093974,"exp9_plate8_E6","plate8_E6","9_4","Raw264.7_G9","cytoplasm","mouse","Live_seq","LPS_treated",1e-08,"NextSeq500","NXT0735","1X75","DW506","DW721","",0.325133125,"no","","",NA,NA,"",NA,NA,NA,"","","","31_44",1,"Raw264.7_LPS_treated",955936,76,557671,0,194752,0,19.72,1.57,NA,NA,NA,"sample842"
"exp9_plate9_E8","exp9",397426,2660,7.9290232647084,29.2924972196082,64.4175267848606,"exp9_plate9_E8","exp9_S153","9_4","ASPC","cytoplasm","mouse","Live_seq","DMIR_treated",1e-08,"NextSeq500","NXT0735","1X75","DW508","DW729","",0.508948568,"no","","",NA,NA,"",NA,NA,NA,"","","","128_153",2,"ASPC_DMIR_treated",854147,76,605913,0,221723,0,3.03,0.08,NA,NA,NA,"sample843"
"exp9_plate9_E10","exp9",683944,8757,4.5927736773771,14.3602400196507,81.342916963962,"exp9_plate9_E10","exp9_S157","9_4","ASPC","cytoplasm","mouse","Live_seq","DMIR_treated",1e-08,"NextSeq500","NXT0735","1X75","DW510","DW729","",2.593392797,"no","","",NA,NA,"",NA,NA,NA,"","","","123_157",2,"ASPC_DMIR_treated",1220820,76,911528,0,249793,0,4.62,0.26,NA,NA,NA,"sample844"
"exp9_plate9_G1","exp9",349253,6736,4.37991942803641,29.3918735128975,67.1209696122868,"exp9_plate9_G1","exp9_S185","9_4","ASPC","cytoplasm","mouse","Live_seq","not_treated",1e-08,"NextSeq500","NXT0735","1X75","DW501","DW731","",2.152266227,"no","","",NA,NA,"",NA,NA,NA,"","","","185_197",1,"ASPC_not_treated",739193,76,524089,0,181522,0,4.39,0.15,NA,NA,NA,"sample845"
"exp9_plate8_D2","exp9",589339,4600,8.68413595570631,19.535275961713,72.5078435331787,"exp9_plate8_D2","plate8_D2","9_4","Raw264.7_G9","cytoplasm","mouse","Live_seq","not_treated",1e-08,"NextSeq500","NXT0735","1X75","DW502","DW720","",0.280419495,"no","","",NA,NA,"",NA,NA,NA,"","","","",NA,"Raw264.7_not_treated",1188494,76,804209,0,260378,0,9.67,0.76,NA,NA,NA,"sample846"
"exp9_plate9_F4","exp9",634649,6243,1.76113095585119,28.1464242439522,70.1335698945401,"exp9_plate9_F4","exp9_S175","9_4","ASPC","cytoplasm","mouse","Live_seq","not_treated",1e-08,"NextSeq500","NXT0735","1X75","DW504","DW730","",0.950075137,"no","","",NA,NA,"",NA,NA,NA,"","","","175_192",1,"ASPC_not_treated",1427203,76,994215,0,332311,0,6.88,0.18,NA,NA,NA,"sample847"
"exp9_plate9_C1","exp9",503920,8807,4.31080330211145,24.6104540403239,71.8786712176536,"exp9_plate9_C1","exp9_S135","9_4","ASPC","cytoplasm","mouse","Live_seq","not_treated",1e-08,"NextSeq500","NXT0735","1X75","DW501","DW727","",3.693785448,"no","","",NA,NA,"",NA,NA,NA,"","","","135_162",1,"ASPC_not_treated",1070712,76,775513,0,241493,0,4.88,0.13,NA,NA,NA,"sample848"
"exp9_plate9_C10","exp9",679458,4533,13.2039066432362,18.9889588466101,70.5593281703946,"exp9_plate9_C10","exp9_S154","9_4","ASPC","cytoplasm","mouse","Live_seq","DMIR_treated",1e-08,"NextSeq500","NXT0735","1X75","DW510","DW727","",0.499253478,"no","","",NA,NA,"",NA,NA,NA,"","","","129_154",2,"ASPC_DMIR_treated",1438723,76,986995,0,335590,0,7.45,0.62,NA,NA,NA,"sample849"
"exp9_plate9_G10","exp9",392552,6063,12.7560170372333,14.7096435631458,75.720414110742,"exp9_plate9_G10","exp9_S96","9_4","ASPC","cytoplasm","mouse","Live_seq","DMIR_treated",1e-08,"NextSeq500","NXT0735","1X75","DW510","DW731","",1.274860633,"no","","",NA,NA,"",NA,NA,NA,"","","","",NA,"ASPC_DMIR_treated",699811,76,515558,0,147189,0,4.94,0.36,NA,NA,NA,"sample850"
"p2_H8","p2",560388,8571,7.29084134563909,9.33442543380658,83.1566700214851,"p2_H8","p2_H8","8_1","IBA","scRNA","mouse","scRNA","1h",1e-07,"NextSeq500","NXT0583","1X75","S508","Ad2.20","",0.584444398,"no","","",NA,NA,"",NA,NA,NA,"","","","",NA,"IBA_1h",1205631,76,888631,0,237387,0,6.1,0.5,NA,NA,NA,"sample851"
"p1_H3","p1",293341,7170,3.29650475044402,11.4334511711626,83.1898711738216,"p1_H3","p1_H3","8_1","IBA","scRNA","mouse","scRNA","1h",1e-07,"NextSeq500","NXT0583","1X75","S508","Ad2.3","",0.16298633,"no","","",NA,NA,"",NA,NA,NA,"","","","",NA,"IBA_1h",759318,76,520850,0,150897,0,10.22,1.31,NA,NA,NA,"sample852"
"p1_B6","p1",356959,7421,4.61789729352671,11.8013553377279,81.7844626413678,"p1_B6","p1_B6","8_1","IBA","scRNA","mouse","scRNA","0h",1e-07,"NextSeq500","NXT0583","1X75","S502","Ad2.6","",0.249211356,"no","","",NA,NA,"",NA,NA,NA,"","","","",NA,"IBA_0h",929035,76,635171,0,192732,0,9.91,0.97,NA,NA,NA,"sample853"
"p1_F1","p1",303566,7135,3.57747573838967,11.4419928450485,83.1354631282818,"p1_F1","p1_F1","8_1","IBA","scRNA","mouse","scRNA","1h",1e-07,"NextSeq500","NXT0583","1X75","S506","Ad2.1","",0.186119874,"no","","",NA,NA,"",NA,NA,NA,"","","","",NA,"IBA_1h",782307,76,528313,0,160901,0,10.15,1.75,NA,NA,NA,"sample854"
"p1_C3","p1",681305,9684,10.2651529050866,9.27484753524486,80.9129538165726,"p1_C3","p1_C3","8_1","IBA","scRNA","mouse","scRNA","0h",1e-07,"NextSeq500","NXT0583","1X75","S503","Ad2.3","",0.833859096,"no","","",NA,NA,"",NA,NA,NA,"","","","",NA,"IBA_0h",1375515,76,1025511,0,267771,0,5.57,0.41,NA,NA,NA,"sample855"
"p1_A10","p1",827423,9848,8.73881920130332,10.4649012657371,81.1912407559374,"p1_A10","p1_A10","8_1","IBA","scRNA","mouse","scRNA","1h",1e-07,"NextSeq500","NXT0583","1X75","S501","Ad2.10","",0.955835962,"no","","",NA,NA,"",NA,NA,NA,"","","","",NA,"IBA_1h",1624248,76,1206243,0,335671,0,4.69,0.38,NA,NA,NA,"sample856"
"p1_H6","p1",465362,7425,6.85939118363768,6.08687430430504,87.5664536425406,"p1_H6","p1_H6","8_1","IBA","scRNA","mouse","scRNA","1h",1e-07,"NextSeq500","NXT0583","1X75","S508","Ad2.6","",0.524710831,"no","","",NA,NA,"",NA,NA,NA,"","","","",NA,"IBA_1h",863421,76,635949,0,167593,0,6.12,0.82,NA,NA,NA,"sample857"
"p1_F10","p1",95327,1990,0.332539574307384,20.7517282616677,77.47018158549,"p1_F10","p1_F10","8_1","IBA","scRNA","mouse","scRNA","1h",1e-07,"NextSeq500","NXT0583","1X75","S506","Ad2.10","",0.01997897,"no","","",NA,NA,"",NA,NA,NA,"","","","",NA,"IBA_1h",310642,76,179996,0,72049,0,14.58,4.28,NA,NA,NA,"sample858"
"p2_E4","p2",679001,10393,13.3664015222363,3.09970088409295,85.5629078602241,"p2_E4","p2_E4","8_1","IBA","scRNA","mouse","scRNA","0h",1e-07,"NextSeq500","NXT0583","1X75","S505","Ad2.16","",2.007723382,"no","","",NA,NA,"",NA,NA,NA,"","","","",NA,"IBA_0h",1198789,76,868530,0,257363,0,5.66,0.42,NA,NA,NA,"sample859"
"p2_B9","p2",646249,9628,10.9477925691181,6.3365668650938,83.9793949391024,"p2_B9","p2_B9","8_1","IBA","scRNA","mouse","scRNA","4h",1e-07,"NextSeq500","NXT0583","1X75","S502","Ad2.21","",1.124453189,"no","","",NA,NA,"",NA,NA,NA,"","","","",NA,"IBA_4h",1242384,76,918509,0,249844,0,5.36,0.6,NA,NA,NA,"sample860"
"p1_F12","p1",278645,6126,1.34831057438676,15.7526601948716,81.4010658723465,"p1_F12","p1_F12","8_1","IBA","scRNA","mouse","scRNA","4h",1e-07,"NextSeq500","NXT0583","1X75","S506","Ad2.12","",0.169113329,"no","","",NA,NA,"",NA,NA,NA,"","","","",NA,"IBA_4h",770457,76,490978,0,182742,0,10.37,2.18,NA,NA,NA,"sample861"
"p1_H9","p1",595541,9472,11.4655414152846,10.9747271808322,78.4129052407811,"p1_H9","p1_H9","8_1","IBA","scRNA","mouse","scRNA","1h",1e-07,"NextSeq500","NXT0583","1X75","S508","Ad2.9","",0.96424816,"no","","",NA,NA,"",NA,NA,NA,"","","","",NA,"IBA_1h",1233986,76,915828,0,244969,0,5.56,0.38,NA,NA,NA,"sample862"
"p1_E1","p1",820971,9829,9.79474305426136,6.52690533526763,84.3928713681726,"p1_E1","p1_E1","8_1","IBA","scRNA","mouse","scRNA","0h",1e-07,"NextSeq500","NXT0583","1X75","S505","Ad2.1","",0.840168244,"no","","",NA,NA,"",NA,NA,NA,"","","","",NA,"IBA_0h",1565028,76,1160587,0,314910,0,5.22,0.5,NA,NA,NA,"sample863"
"p2_H9","p2",625221,8892,7.82331367628407,10.8238526856903,80.8873982159908,"p2_H9","p2_H9","8_1","IBA","scRNA","mouse","scRNA","4h",1e-07,"NextSeq500","NXT0583","1X75","S508","Ad2.21","",0.89630994,"no","","",NA,NA,"",NA,NA,NA,"","","","",NA,"IBA_4h",1384040,76,1005903,0,285757,0,6.02,0.66,NA,NA,NA,"sample864"
"p2_C1","p2",552665,8660,2.76532800159228,9.48223607429455,86.3414545882225,"p2_C1","p2_C1","8_1","IBA","scRNA","mouse","scRNA","0h",1e-07,"NextSeq500","NXT0583","1X75","S503","Ad2.13","",0.429558156,"no","","",NA,NA,"",NA,NA,NA,"","","","",NA,"IBA_0h",1384230,76,939906,0,297569,0,9.75,0.86,NA,NA,NA,"sample865"
"p1_C2","p1",459835,8086,3.77483227679494,10.9624104298281,83.4512379440451,"p1_C2","p1_C2","8_1","IBA","scRNA","mouse","scRNA","0h",1e-07,"NextSeq500","NXT0583","1X75","S503","Ad2.2","",0.240799159,"no","","",NA,NA,"",NA,NA,NA,"","","","",NA,"IBA_0h",1047730,76,762904,0,197379,0,7.61,0.73,NA,NA,NA,"sample866"
"p1_A4","p1",458696,9992,2.51495543889635,9.19628686537489,84.6342675759108,"p1_A4","p1_A4","8_1","IBA","scRNA","mouse","scRNA","0h",1e-07,"NextSeq500","NXT0583","1X75","S501","Ad2.4","",0.682439537,"no","","",NA,NA,"",NA,NA,NA,"","","","",NA,"IBA_0h",987070,76,759407,0,160530,0,6.32,0.48,NA,NA,NA,"sample867"
"p1_E7","p1",753976,9106,20.4839411334048,3.10367969272231,80.4947372330154,"p1_E7","p1_E7","8_1","IBA","scRNA","mouse","scRNA","0h",1e-07,"NextSeq500","NXT0583","1X75","S505","Ad2.7","",0.907465825,"no","","",NA,NA,"",NA,NA,NA,"","","","",NA,"IBA_0h",1258667,76,936687,0,250330,0,5.22,0.47,NA,NA,NA,"sample868"
"p2_C10","p2",456546,8314,3.73894415896755,11.016414556255,84.5470116921405,"p2_C10","p2_C10","8_1","IBA","scRNA","mouse","scRNA","4h",1e-07,"NextSeq500","NXT0583","1X75","S503","Ad2.22","",0.266299684,"no","","",NA,NA,"",NA,NA,NA,"","","","",NA,"IBA_4h",1093640,76,754347,0,227188,0,9.41,0.84,NA,NA,NA,"sample869"
"p2_H10","p2",686899,8511,10.5369202750332,7.53560567128501,82.666592905216,"p2_H10","p2_H10","8_1","IBA","scRNA","mouse","scRNA","4h",1e-07,"NextSeq500","NXT0583","1X75","S508","Ad2.22","",0.398162296,"no","","",NA,NA,"",NA,NA,NA,"","","","",NA,"IBA_4h",1467831,76,1001595,0,305060,0,10.34,0.64,NA,NA,NA,"sample870"
"p1_D1","p1",143137,3778,1.44616695892746,25.5566345529108,71.8668129135025,"p1_D1","p1_D1","8_1","IBA","scRNA","mouse","scRNA","0h",1e-07,"NextSeq500","NXT0583","1X75","S504","Ad2.1","",0.074658254,"no","","",NA,NA,"",NA,NA,NA,"","","","",NA,"IBA_0h",473069,76,305469,0,105925,0,11.13,1.9,NA,NA,NA,"sample871"
"p1_D5","p1",427892,8911,6.2457349050695,17.1311919830238,75.7476185579539,"p1_D5","p1_D5","8_1","IBA","scRNA","mouse","scRNA","0h",1e-07,"NextSeq500","NXT0583","1X75","S504","Ad2.5","",0.735015773,"no","","",NA,NA,"",NA,NA,NA,"","","","",NA,"IBA_0h",1013818,76,751805,0,197928,0,6.01,0.31,NA,NA,NA,"sample872"
"p1_F2","p1",142451,5130,2.5264827905736,10.2491383001874,84.4360516949688,"p1_F2","p1_F2","8_1","IBA","scRNA","mouse","scRNA","1h",1e-07,"NextSeq500","NXT0583","1X75","S506","Ad2.2","",0.049421661,"no","","",NA,NA,"",NA,NA,NA,"","","","",NA,"IBA_1h",401588,76,258163,0,79119,0,12.93,3.08,NA,NA,NA,"sample873"
"p2_B1","p2",61322,1984,0.0880597501712273,10.2720067838622,88.2750073383125,"p2_B1","p2_B1","8_1","IBA","scRNA","mouse","scRNA","0h",1e-07,"NextSeq500","NXT0583","1X75","S502","Ad2.13","",0.036063378,"no","","",NA,NA,"",NA,NA,NA,"","","","",NA,"IBA_0h",259094,76,108853,0,71703,0,21.48,8.84,NA,NA,NA,"sample874"
"p2_B11","p2",605362,8662,9.29988998318361,7.09806694176377,84.1248707385003,"p2_B11","p2_B11","8_1","IBA","scRNA","mouse","scRNA","4h",1e-07,"NextSeq500","NXT0583","1X75","S502","Ad2.23","",1.122360131,"no","","",NA,NA,"",NA,NA,NA,"","","","",NA,"IBA_4h",1225929,76,889510,0,260134,0,5.64,0.58,NA,NA,NA,"sample875"
"p1_D6","p1",339465,7017,5.51927297364971,18.4669995433992,76.1233116816167,"p1_D6","p1_D6","8_1","IBA","scRNA","mouse","scRNA","0h",1e-07,"NextSeq500","NXT0583","1X75","S504","Ad2.6","",0.20084122,"no","","",NA,NA,"",NA,NA,NA,"","","","",NA,"IBA_0h",818766,76,578598,0,167061,0,8.55,0.38,NA,NA,NA,"sample876"
"p1_C1","p1",574900,9413,3.26195860149591,9.88397982257784,84.2231692468255,"p1_C1","p1_C1","8_1","IBA","scRNA","mouse","scRNA","0h",1e-07,"NextSeq500","NXT0583","1X75","S503","Ad2.1","",0.411146162,"no","","",NA,NA,"",NA,NA,NA,"","","","",NA,"IBA_0h",1319837,76,969986,0,236219,0,7.82,0.79,NA,NA,NA,"sample877"
"p2_F4","p2",80306,4754,2.77438796602994,11.6554180260504,81.3799716085971,"p2_F4","p2_F4","8_1","IBA","scRNA","mouse","scRNA","4h",1e-07,"NextSeq500","NXT0583","1X75","S506","Ad2.16","",0.113506499,"no","","",NA,NA,"",NA,NA,NA,"","","","",NA,"IBA_4h",313002,76,167164,0,77583,0,17.89,3.92,NA,NA,NA,"sample878"
"p2_G11","p2",190702,6475,2.65440320500047,13.0328994976455,81.3074849765603,"p2_G11","p2_G11","8_1","IBA","scRNA","mouse","scRNA","1h",1e-07,"NextSeq500","NXT0583","1X75","S507","Ad2.23","",0.205601021,"no","","",NA,NA,"",NA,NA,NA,"","","","",NA,"IBA_1h",549407,76,322808,0,138589,0,14.06,1.96,NA,NA,NA,"sample879"
"p2_F3","p2",369865,7589,4.14448514998716,10.4208292214727,83.3152636772877,"p2_F3","p2_F3","8_1","IBA","scRNA","mouse","scRNA","4h",1e-07,"NextSeq500","NXT0583","1X75","S506","Ad2.15","",0.356301149,"no","","",NA,NA,"",NA,NA,NA,"","","","",NA,"IBA_4h",960598,76,644612,0,193327,0,11.89,0.88,NA,NA,NA,"sample880"
"p2_A3","p2",130886,3243,4.32513790626958,21.0137065843559,74.1882248674419,"p2_A3","p2_A3","8_1","IBA","scRNA","mouse","scRNA","0h",1e-07,"NextSeq500","NXT0583","1X75","S501","Ad2.15","",0.174205161,"no","","",NA,NA,"",NA,NA,NA,"","","","",NA,"IBA_0h",400010,76,251290,0,94328,0,12.4,1.2,NA,NA,NA,"sample881"
"p2_D2","p2",779747,9761,11.6435202700363,5.23746805053434,84.5266477459997,"p2_D2","p2_D2","8_1","IBA","scRNA","mouse","scRNA","0h",1e-07,"NextSeq500","NXT0583","1X75","S504","Ad2.14","",0.969566946,"no","","",NA,NA,"",NA,NA,NA,"","","","",NA,"IBA_0h",1413833,76,1035219,0,278217,0,6.57,0.53,NA,NA,NA,"sample882"
"p1_B1","p1",312856,7227,3.28969238243793,11.1099035978214,83.9120873500908,"p1_B1","p1_B1","8_1","IBA","scRNA","mouse","scRNA","0h",1e-07,"NextSeq500","NXT0583","1X75","S502","Ad2.1","",0.213459516,"no","","",NA,NA,"",NA,NA,NA,"","","","",NA,"IBA_0h",812272,76,548805,0,172747,0,9.71,1.46,NA,NA,NA,"sample883"
"p2_B7","p2",468518,7034,4.15736428483004,16.0730217408936,79.3391075689728,"p2_B7","p2_B7","8_1","IBA","scRNA","mouse","scRNA","0h",1e-07,"NextSeq500","NXT0583","1X75","S502","Ad2.19","",0.599095799,"no","","",NA,NA,"",NA,NA,NA,"","","","",NA,"IBA_0h",1140700,76,812169,0,255568,0,5.98,0.42,NA,NA,NA,"sample884"
"p1_F3","p1",226297,6558,3.49098750756749,13.4358829326063,80.8106161372002,"p1_F3","p1_F3","8_1","IBA","scRNA","mouse","scRNA","1h",1e-07,"NextSeq500","NXT0583","1X75","S506","Ad2.3","",0.154574132,"no","","",NA,NA,"",NA,NA,NA,"","","","",NA,"IBA_1h",577113,76,394318,0,118013,0,9.86,1.36,NA,NA,NA,"sample885"
"p1_A3","p1",634595,9807,2.80682955270684,8.51850392770192,86.4564013268305,"p1_A3","p1_A3","8_1","IBA","scRNA","mouse","scRNA","0h",1e-07,"NextSeq500","NXT0583","1X75","S501","Ad2.3","",0.638275499,"no","","",NA,NA,"",NA,NA,NA,"","","","",NA,"IBA_0h",1307986,76,984153,0,228724,0,6.69,0.58,NA,NA,NA,"sample886"
"p1_B7","p1",701966,9268,12.6365094605722,5.17660399506529,83.4568910744965,"p1_B7","p1_B7","8_1","IBA","scRNA","mouse","scRNA","0h",1e-07,"NextSeq500","NXT0583","1X75","S502","Ad2.7","",0.760252366,"no","","",NA,NA,"",NA,NA,NA,"","","","",NA,"IBA_0h",1284401,76,940941,0,257012,0,6.28,0.45,NA,NA,NA,"sample887"
"p2_G2","p2",146262,3825,3.67696325771561,19.0972364660677,77.0159029686453,"p2_G2","p2_G2","8_1","IBA","scRNA","mouse","scRNA","4h",1e-07,"NextSeq500","NXT0583","1X75","S507","Ad2.14","",0.134437072,"no","","",NA,NA,"",NA,NA,NA,"","","","",NA,"IBA_4h",477150,76,271521,0,119458,0,13.16,4.9,NA,NA,NA,"sample888"
"p1_E9","p1",602626,9969,12.0623736778699,6.50735281916147,82.7407048484466,"p1_E9","p1_E9","8_1","IBA","scRNA","mouse","scRNA","1h",1e-07,"NextSeq500","NXT0583","1X75","S505","Ad2.9","",1.443743428,"no","","",NA,NA,"",NA,NA,NA,"","","","",NA,"IBA_1h",1078365,76,797149,0,219526,0,5.27,0.45,NA,NA,NA,"sample889"
